,char_line
32805,"jerry: ah, how about 8:30?"
32806,kramer: saddle up and ride. (opens the fridge and pulls out some food -- takes a big bite)
32807,jerry: you want to get something to eat first?
32808,"kramer: ( mumbling with full mouth ) no, i'm good."
32809,"george: i wonder if, ah, susan ... (picks up the phone from the coffee table, then decides not to call) no. i better just go. (claps hands) heh. all right! see ya. (grabs his rain coat from the hook by the door and rushes out)"
32810,"kramer: there's nothing more pathetic, than a grown man, who's afraid of a woman. (voice get high-pitched for the last line)"
32811,"jerry: hey, why don't cha ask susan?"
32812,elaine: george's susan?
32814,"elaine: yeah. why not susan. i should be friends with susan. (smacks her forehead with hand) of course! susan! oh! ok, i'll see you guys. huh. (rushes out the door.)"
32815,kramer: that's gunna be trouble.
32817,"kramer: jerry, don't you see? this world here, this is george's sanctuary. if susan comes into contact with this world, his world's collide. you know what happens then? (kramer raises his hands into the air and slowly brings them together in an explosion. he's holding some food in one hand, so when his hands come into contact food flies all over)"
32818,kramer: ka shha shha shha pkooo (exploding sound) camera fades from the apt. to the paragon movie theater. jerry and kramer wait outside in a line to buy tickets.
32819,kramer: did i tell you i'm getting a new telephone number?
32821,"kramer: whew, chicks man. too many chicks know my number. (jerry looks at kramer, raises his eyebrows with an expression that says really?)"
32822,ramon: (recognizes jerry) hey jerry. how are you mr. backstroke?
32823,"jerry: kramer this is ramon, from the new health club i joined."
32825,ramon: so you know what happened don't chu?
32826,jerry: no what?
32827,ramon: i got fired.
32829,"ramon: yeah, said i put too much chlorine in the pool."
32831,"ramon: hey well, ah, stay out of the deep end, eh."
32832,"jerry: ok, see you later."
32833,"kramer: what's in the deep end? night exterior of george's apartment building, then inside. susan sits on the couch reading. (telephone rings)"
32836,george: hey elainie. what's going on?
32837,"elaine: (sitting up in bed) nothing much, um. can i talk to susan"
32838,"george: ha, yeah right, hang on, i'll ah, i'll get her for you. he, he, he, he. seriously, what's up?"
32839,"elaine: no, george really. can i talk to susan?"
32840,"george: susan, why?"
32841,elaine: because i want to ask her to lunch and to the met tomorrow.
32842,"george: oh, i don't think you want to do that."
32844,"george: well what would be the point of that? (susan, hearing her name glances over at george)"
32845,"elaine: george, are you going to put her on the phone?"
32846,george: where did this come from all of a sudden?
32847,"elaine: george, are you going to let me talk to susan, or not?"
32848,george: i really think i should have been consulted about this. (george takes the phone from his ear and walks over to the couch and hands the phone to susan)
32849,george: here ... something.
32850,"susan: hello? (with hesitant surprise) oh, that sounds great. i love that sort of stuff. (george stands behind the couch, arms crossed with his right hand clenched up to his mouth. he takes off his glasses, puts his left hand just above his eyes and rubs them in disbelief and walks out of the room.) night exterior of a busy nyc street. large lit advertising signs for panasonic, jvc and a couple of mcdonalds golden arches are visible. then to the inside of the movie theater."
32851,kramer: you want to sit here?
32852,"jerry: yeah. (kramer sits in the seat next to jerry) uh, uh, oh, oh, over there. (points to the next seat over)"
32854,jerry: little buffer zone.
32855,kramer: (quietly) buffer zone (kramer moves to the other seat)
32856,"jerry: thank you. if we were in my apartment and we were watching a movie on the couch, would we sit right next to each other?"
32857,kramer: no. you got a point.
32859,kramer: i can't ...
32861,kramer: well these seats have no lumbar.
32862,"jerry: oh hey, there's ramon. pre, pretend we're talking. (ramon is looking for a seat. he's carrying a drink, a bunch of napkins, and a huge bucket of popcorn)"
32863,kramer: we are talking.
32864,jerry: pretend it's interesting.
32865,"kramer: so, ah then, i ah had to kill him and ah, well the police are still looking for me."
32866,"jerry: oh yeah that's shocking, but sounds"
32867,"ramon: hey, hi jerry."
32868,"jerry: oh, hey ramon."
32869,"ramon: hey, hey, i took a bunch of napkins. you want some?"
32870,"jerry: oh, no thanks. (turns back to kramer)"
32871,"ramon: hey, ahhh, is this seat taken? (ramon proceeds to sit down between kramer and jerry)"
32872,"jerry: no. (as ramon sits down, he bumps into kramer and startles him. jerry looks like he can't believe ramon sat down. ramon is bobbing his head front to back with his neck, like sitting there worked out pretty good) exterior of jerry's apartment building then inside where jerry and george are talking."
32873,"jerry: and then the worst part is, after the movie, he leached on to us ... we wound up having coffee with him for like two hours. then he walks us home, all the way back to the front of the building. finally i said, look ramon, i gotta go to bed now."
32874,"george: by the way, have you spoken to elaine yet today?"
32875,jerry: no why?
32876,george: (sighs) she called susan last night.
32879,jerry: well it was my idea.
32880,george: your idea?
32882,george: wha'd you do that for?
32883,jerry: she was looking for someone to go to the show with.
32884,george: well that was a really stupid thing! you know what's going to happen now?
32885,jerry: world's collide. (points at george)
32886,george: whe ... well yeah!
32887,jerry: because this world is your sanctuary and if that world comes into contact with --
32888,"george: yes! it blows up! so if you know that, what did you tell elaine for?"
32889,jerry: i didn't know. kramer told me about the worlds.
32890,"george: you couldn't figure out the world's theory for yourself? it's just common sense. anybody knows, ya gotta keep your worlds apart. (gesturing with hands going outward)"
32891,"jerry: yeah, i guess i slipped up. (kramer enters)"
32895,george: he knows the worlds theory.
32896,kramer: what is it blowing up?
32897,george: ha! (grabs his coat and exits the apartment) (telephone rings - kramer pulls a cordless phone from his pocket)
32898,"kramer: cosmo, go. no, no, na, na. (he pushes the end button and pushes the antenna down) boy this new telephone number's driving me crazy -- wrong numbers, every five minutes."
32900,kramer: well it's 555-3455.
32902,"jerry: (picks up the phone on the coffee table) 555-3455. well wait a second, don't you see that's 555-filk."
32903,kramer: what's filk?
32904,"jerry: filk's nothing, but 555-film is movie phone."
32905,kramer: oh movie phone.
32906,"jerry: yes, so people are just dialing it by mistake and getting you."
32907,"kramer: so, i'm filk?"
32908,jerry: you're filk.
32909,"kramer: oh, mama. susan and elaine are walking down the sidewalk."
32910,elaine: well what about that number susan b. anthony wore to the 19th amendment party. hnuh. eye yye yye.
32911,susan: oh whoo. quite the dècolletage for a suffragette.
32912,"elaine: ha, ha, ha, ha, well it must have been one hell of a party."
32913,susan: whoo.
32914,"elaine: ha, ha, ha, ha."
32915,"susan: oh, i know what i wanted to tell you."
32917,"susan: ehahh, forget it."
32918,elaine: what? you can tell me. i'll put it in the vault.
32919,susan: the vault?
32920,elaine: mm-hmm. exterior shot of physique (jerry's health club) then inside to the men's locker room where jerry is putting some clothes in a gym bag. some men are in the background talking. the movies with ramon.
32921,"jerry: oh, well, i didn't actually go with ramon. i just bumped into him there. (putting on coat) you to cheer him up."
32922,"jerry: all right, i gotta go."
32923,jerry: what else did you two do?
32924,"elaine: oh, i don't know, you know, girlie stuff."
32925,"jerry: ah, so, ah, flower shows and, shopping for pretty bows, and then back to her place, strip down to bra and panties for a tickle fight? (elaine stands there for a good 6 seconds with arms crossed, blank expression, just looking at jerry)"
32926,"elaine: that's really what you think girls do, isn't it?"
32927,"jerry: yes, i do. (very serious)"
32928,elaine: all rightee. (turns and walks to the bathroom)
32929,"jerry: hey you know george isn't to happy, ahh, about your new friendship."
32930,elaine: yeah? well i don't really give a sh... (closing the bathroom door) (kramer enters and leaves the door open)
32931,"kramer: hey man, what's going on?"
32932,jerry: hey. (telephone rings)
32933,"kramer: ooh, here we go. (pulls a cordless phone from his pocket) yeah hello. yeah, no, no, no, hold on. (kramer walks over to the table, opens the newspaper to the movie section)"
32934,"kramer: yeah, cupid's rifle -- 8:30, sony lincoln square. yeah, no, no, no, no problem, yeah. (kramer hangs up the cordless and pushes the antenna back in, puts the phone in his pocket)"
32935,jerry: you're looking up movies for people now?
