,character,line
54,ESTELLE,It's too thin. They're wearing wide now.
55,FRANK,How do you know what kind of ties they wear?
56,ESTELLE,Go to any office building on 7th Avenue and tell me if there's anyone there wearing a thin tie like that. Go ahead!
57,FRANK,"Oh, get the hell outta here. 7th Avenue."
58,ESTELLE,"George, do you think he should wear a tie like that?"
59,FRANK,Huh?
60,GEORGE,I think he should wear whatever tie he wants.
61,FRANK,We gotta stop off and pick up a marble rye from Schnitzer's.
62,ESTELLE,It's out of our way. Why can't we pick up something at Lord's? It's right over here.
63,FRANK,No! We have to go to Schnitzer's! I'll show these people something about taste!
64,GEORGE,This is gonna be fun.
65,JERRY,"Hey, you'll never guess who I bumped into. This guy Clyde. He's in your friend John Germaine's band there."
66,ELAINE,So what did he have to say?
67,JERRY,Nothing. I told him you two were pretty hot and heavy.
68,ELAINE,Hot and heavy? You said hot and heavy?
69,JERRY,Yeah.
70,ELAINE,What did you do that for?
71,JERRY,What?
72,ELAINE,What if he tells John? Then John's gonna think that I think that we're hot and heavy. I don't want John thinking that I'm hot and heavy if he's not hot and heavy.
73,JERRY,Oh
74,ELAINE,"I'm trying to get a little squirrel to come over to me here. I don't wanna make any big, sudden movements. I'll frighten him away."
75,JERRY,"Well, Clyde might not tell him."
76,ELAINE,How do you know that?
77,JERRY,I should have helped Kramer with those packages.
78,ELAINE,"Ohh! (Kramer, walking down hall to his apartment, his arms loaded with dozens of pop cans, falls forward, spilling cans about in hallway)"
79,DENNIS,"Let me give you a hand. Hey, Kramer. I wonder, could you do me a favor? I'm taking the family to Disneyworld next week. I wonder..."
80,KRAMER,Uh-huh.
81,DENNIS,"I wonder, could you pick up my mail?"
82,KRAMER,Yeah. Sure. Sure.
83,DENNIS,"In fact, you know what, how would you like to take my hansom cab for the week?"
84,KRAMER,Drive the horse?
85,DENNIS,It'll just be sitting there. You can really clean up. 500 bucks a day. I'll split it with ya.
86,KRAMER,"Oh, giddyup. Yeah."
87,GEORGE,"This is delicious, Mrs. Ross."
88,MRS. ROSS,Oh.
89,MR. ROSS,What are you complimenting her for? She didn't make it Rowenna did.
90,FRANK,What is this thing anyway?
91,MRS. ROSS,It's Cornish gamehen.
92,FRANK,"What is that, like a little chicken?"
93,GEORGE,"It's, uh, it's not a little chicken. (laughing) Little chicken. It's a gamebird."
94,FRANK,Gamebird?
95,GEORGE,Yeah.
96,FRANK,"What do you mean? Like, you - you hunt it?"
97,MR. ROSS,Yes.
98,FRANK,How hard could it be to kill this thing?
99,ESTELLE,I couldn't help but notice that you have quite a library in there.
100,MRS. ROSS,"If I had a dime for every book he's actually read, (laughing) I'd be broke."
101,SUSAN,More wine anyone?
102,FRANK,Yeah. I'll take some.
103,SUSAN,Hmmm?
104,FRANK,Thank you.
105,SUSAN,How do you like the Merlot?
106,ESTELLE,Merlot? I never heard of it. Did they just invent it?
107,MRS. ROSS,"Oh, mother."
108,GEORGE,"She's, uh, she's heard of Merlot."
109,FRANK,"Let me understand, you got the hen, the chicken and the rooster. The rooster goes with the chicken. So, who's having sex with the hen?"
110,GEORGE,Why don't we talk about it another time.
111,FRANK,"But you see my point here? You only hear of a hen, a rooster and a chicken. Something's missing!"
112,MRS. ROSS,Something's missing all right.
113,MR. ROSS,They're all chickens. The rooster has sex with all of them.
114,FRANK,That's perverse.
115,GEORGE,Did anybody see Firestorm?
116,MR. ROSS,"Firestorm, that's a hell of a picture."
117,GEORGE,Yeah.
118,MR. ROSS,Remember when they had the helicopter land on top of that car --
119,FRANK,Hey! Hey! Come on! Come on! I haven't seen it yet.
120,MR. ROSS,It doesn't have anything to do with the plot!
121,FRANK,Still! Still! I like to go in fresh!
122,GEORGE,Oh mother of God. (clip clop)
123,KRAMER,"Of course, uh, this is Central Park. Uh, this was designed in 1850 by Joe Peppitone. Um, built during the Civil War so the northern armies could practice fighting on...on grass. Oh, yeah. Giddyup. On Rusty! (applause)"
124,JOHN,"Thank you. Now, I'd like to play something th -- well, actually, it's my latest so it's nice and fresh. It's called "" Hot And Heavy."" (saxophone playing)"
125,GEORGE,Thank God that's over.
126,ESTELLE,The mother seems to hit the sauce pretty hard. I didn't like that.
127,FRANK,And who doesn't serve cake after a meal? What kind of people? Would it kill them to put out a pound cake? Something!
128,GEORGE,"So, they didn't give you a piece of cake? Big deal."
129,ESTELLE,It is a big deal. You're supposed to serve cake after a meal. I'm sorry. It's impolite.
130,FRANK,"Not impolite...it's stupid, that's what it is. You gotta be stupid to do something like that!"
131,ESTELLE,Your father's absolutely right. We're sitting there like idiots drinking coffee without a piece of cake!
132,GEORGE,What is this? The marble rye?
133,MRS. ROSS,"Oh, dear. I forgot to put out that - that bread they brought."
134,ESTELLE,We forgot to bring it in.
135,FRANK,"No, I brought it in. They never put it out."
136,MRS. ROSS,Where is it?
137,SUSAN,I don't know. Where'd you put it?
138,MRS. ROSS,Right over there.
139,SUSAN,"Well, it's gone."
140,GEORGE,You stole the bread?
141,FRANK,What do you mean stole? It's my bread. They didn't eat it. Why should I leave it there?
142,GEORGE,Because we brought it for them!
143,FRANK,"Apparently, it wasn't good enough for them to serve."
144,MRS. ROSS,Is it possible they took it back?
145,SUSAN,Who would bring a bread and take it back?
146,MR. ROSS,"Those people, that's who. I think they're sick."
147,ESTELLE,People take buses to get that rye.
148,GEORGE,Maybe they forgot to put it out!
149,FRANK,"Aw, they didn't forget to put it out! It's deliberate! Deliberate, I tell ya!"
150,JERRY,He stole back the rye?
151,GEORGE,Yeah.
152,JERRY,Why?
153,GEORGE,Why? Why? 'Cause he's off his rocker! That's why.
154,JERRY,"So, do the Ross's know?"
155,GEORGE,I don't know. They're all very suspicious.
156,JERRY,Why wouldn't they be? A rye bread doesn't just disappear.
157,GEORGE,"Now, because of that stupid rye bread, I gotta keep them all separated for the rest of my life."
158,JERRY,Bad situation.
159,GEORGE,I'll tell you what I'd like to do. I'd like to replace that rye.
160,JERRY,What do you mean replace it?
161,GEORGE,"You know, you go out, you get another rye. Of course, it would have to be the same one from Schnitzer's. You put it in the kitchen somewhere and you say Ohh! There it is."
162,JERRY,"Well, there ya go. What's so hard about that?"
163,GEORGE,What's so hard about that? How am I supposed to get it in there? I can't just walk in with it. I have to get the Rosses out of the apartment!
164,JERRY,"All right. All right. Don't panic. Let's just think about it. Get the Ross's out of the apartment. That can't be so hard. Wait a minute. Wait a second. Wait a second! You know, Kramer's been driving that hansom cab."
165,GEORGE,So?
166,JERRY,"Well, Kramer'll take them around for a while."
167,GEORGE,And it's their anniversary Friday night. I could send them for a hansom cab ride. Y -- you think they'd like that?
168,JERRY,"Are you kidding? People love it. There's something about the clip clop, clip clop. They're nuts for it."
169,GEORGE,"So, they go off for the ride, by the time they come back the bread is there."
170,JERRY,What about Susan?
171,GEORGE,She's working late that night. We're - were supposed to have dinner with everybody at eight o'clock so I'll set up the ride for seven o'clock.
172,JERRY,Beautiful!
173,GEORGE,You think Kramer'll do it?
174,KRAMER,"Of course I'll do it. I'd be happy to. So, all I gotta do is be there at seven?"
175,GEORGE,Yeah. Just take 'em out and ride 'em around for about..half an hour.
176,KRAMER,Hey.
177,JERRY,What the hell are you doing there?
178,KRAMER,It's Beef-A-Reeno..and I got fifty cans. You want some?
179,JERRY,No. No thanks.
180,KRAMER,"Jerry, I think I bought too much at that price club. I don't have any room for it all."
181,GEORGE,Hold on. Hold on. Wait a minute. How am I gonna get the rye bread into the apartment?
182,JERRY,Just put it under your shirt.
183,GEORGE,Have you ever seen a Schnitzer's rye? It - it's huge!
184,JERRY,"I'll tell ya what, I'll bring it over. I'll stop by Schnitzer's, I'll come by five after seven right after they leave."
185,GEORGE,"Oh, this is all locking in now. It is all locking in! (laughing)"
186,ELAINE,Hey. Is that your horse outside?
187,KRAMER,Yeah. That's Rusty.
188,GEORGE,What? He's outside?
189,KRAMER,Uh-huh.
190,GEORGE,"Aw, come on. I wanna go see him."
191,KRAMER,You wanna go see him?
192,GEORGE,Yeah. Hey! Hey!
193,KRAMER,I'll show ya Rusty.
194,GEORGE,"Hey, Lainey, wanna see the horsey?"
195,ELAINE,"Well, you really did me in this time, didn't ya? First guy I like in a really long time. I mean, we're getting along, everything is just great. I mean, all right, so he doesn't do... everything, and then you have to come along with your hot and your heavy."
196,JERRY,"So, you think Clyde told him?"
197,ELAINE,He wrote a song about it!
198,JERRY,"Well, maybe it's a good thing."
199,ELAINE,No! It's not a good thing! It's a bad thing! Do you know what this is like? To have no control over a relationship? And - and you feel sick to your stomach all the time? Do you know what that's like?
200,JERRY,"No, but I've read articles and I must say it, doesn't sound very pleasant."
201,ELAINE,"You know, one of these days, something terrible is gonna happen to you. It has to!"
202,JERRY,"No. I'm gonna be just fine, but as far as your situation, you're seeing him tonight so talk to him about it."
203,ELAINE,"I can't! He's got a big showcase for record producers at his late show tonight. I don't wanna upset him. Aw, what the hell, I'll upset him."
204,MR. ROSS,"Yeah George, I gotta tell ya, this is a very nice gesture. We really appreciate it."
205,GEORGE,"Aw, well, you know, it's your anniversary. It's - it's the least I can do. I - I just want you guys to go out and have a good time. Ha ha. So, you think we should, uh, we should get downstairs?"
206,MR. ROSS,"Oh, we got about twenty minutes. You, uh, seem a little nervous George. Anything wrong?"
207,GEORGE,"Oh, no. No. No. No. No. Nothing. I'm fine. Everything's fine. Fine. Just get a little nervous on the weekends, that's all. Could I, uh, could I get a glass of water?"
208,MRS. ROSS,"We've got water. I don't think we have any bread, but we've got water."
209,KRAMER,Yeah. There ya go. That's Beef-A-Reeno. (singing) I'm so keen-o On Beef-A-Reeno What a delicious cuisine-o Fit for a king and queen-o! Yeah. Eat up. I got thirty four more cans.
210,MR. ROSS,"Nice night for a hansom cab ride, 'ay George?"
211,MRS. ROSS,"You know, George we haven't done anything romantic like this in ....years."
212,GEORGE,"(thinking) Oh my God, it's 7:01. What have I done? My whole plan is depending on Kramer? Have I learned nothing? How could I make such a stupid mistake? He'll never show up! (clip clop)"
213,KRAMER,Ah ha!
214,GEORGE,There he is. Right on time as usual.
215,MABEL,"53. I'd like a marble rye, no plastic, in a bag."
216,COUNTER WOMAN,Ah! You're lucky. It's our last one.
217,JERRY,"Wait a second, that's your last marble rye?"
218,COUNTER WOMAN,That's right.
219,JERRY,There's none left?
220,COUNTER WOMAN,That's what I said. Number 54.
221,JERRY,"Uh, excuse me. I know this is gonna sound crazy but I - I have to have that rye. It's a - it's a long story, but a person's whole future may depend on it."
222,MABEL,"Well, I'm sorry, but you should have got here earlier."
223,JERRY,"Yes. Well, be that as it may, if you could just find it in yourself to give it up."
224,MABEL,You're not getting this rye --
225,JERRY,"All right. All right. I'll tell ya what I'm gonna do, I will give you double what you paid for it."
226,MABEL,You're in my way!
227,KRAMER,Ahh! Mr. Ross. Mrs. Ross. My name is Cosmo and I'll be your driver for this evening. We have blankets for your comfort. I also have hot chocolate if the mood should strike you.
228,MRS. ROSS,My favorite.
229,KRAMER,"Well, if we're all set to go, why don't you two hop aboard and let me show you a little taste of old New York...the way it once was. Oh, happy anniversary. On, Rusty! (clip clop)"
230,JERRY,"All right. Look, I'll tell ya what, I'll give you $50. Now, be reasonable you cannot turn down $50 for a $6 rye."
231,MABEL,No? Watch me.
232,JERRY,Give me that rye!
233,MABEL,Stop it!
234,JERRY,"I want that rye, lady!"
235,MABEL,Help! Someone help!
236,JERRY,"Shut up, you old bag!"
237,MABEL,Stop thief! Stop him! He's got my marble rye!
238,ELAINE,"I'm sorry to just show up unexpectedly like this. I know you've got your big showcase coming up later and I know how important it is, I know how hard you work for this night, but I just had to tell you that I never told Jerry hot and heavy. I didn't think we were hot and heavy. I mean - I mean, who's hot and who's heavy?"
