,character,line
555,JERRY,"I couldn't help it. We hadn't been alone together in a long time and we just kinda started up a little during the coming attractions and the next thing we knew, the war was over. (Morty and Helen both sigh and turn to go back to what they were doing; Phone rings)"
556,JERRY,(answering the phone) Hello. (Jack in Florida with a bandage on his right hand)
557,JACK,"Hello Jerry, it's Jack Klompus."
558,JERRY,Hang on a second. (handing Morty the phone) Dad it's Klompus.
559,MORTY,Hello
560,JACK,"Hello Morty, listen that key doesn't work. It's no good."
561,MORTY,You didn't get in?
562,JACK,"Oh I got in, I had to break the window with a rock and then I got my hand all cut up reaching in."
563,MORTY,You broke the window?
564,HELEN,He broke the window?
565,JACK,You wanted those damn boxes didn't you?
566,DORIS,(off camera) He should be on his hands and knees thanking you.
567,MORTY,Did you send them?
568,JACK,"Yea, they'll be there tomorrow afternoon, two o'clock."
569,MORTY,Tomorrow afternoon?
570,HELEN,Tomorrow afternoon?
571,JERRY,Tomorrow afternoon?
572,MORTY,I told you to send them express.
573,JACK,"W-well it was ten dollars cheaper in the afternoon than the morning, I figured what the hell's the difference."
574,MORTY,So what did you do about the window?
575,JACK,I gotta fix your window now?
576,MORTY,"All right all right. Goodbye. (Morty hangs up the phone, Jack hangs up the phone) I don't think we are gonna make that flight."
577,JERRY,W-what do you mean you're not making the flight?
578,HELEN,"We have to make the flight, we're with a charter group. If we don't the trip is off."
579,MORTY,Well what's the difference we'll go some place else. (Jerry annoyed walks toward his room)
580,HELEN,Some place else? What about Paris?
581,MORTY,"You don't understand, I've come this far, I can't stop now."
582,HELEN,I can't believe that you're doing all this just to sell some stupid raincoats.
583,MORTY,You don't understand fashion is cyclical this thing could come back.
584,HELEN,I think you're out of your mind. (Costanza House)
585,FRANK,I just don't understand how all those clothes can disappear.
586,GEORGE,Moths?
587,FRANK,"Moths, ate three boxes?"
588,GEORGE,"Well you know what happens with larvae hatch, they-they're everywhere."
589,ESTELLE,"You know, I was thinking today. I never liked those Seinfelds anyway, he's an idiot all together. (Knocking at the door) Ah there's Kramer. (Estelle goes to answer the door)"
590,KRAMER,(from outside) Hello?
591,ESTELLE,Hello
592,KRAMER,"(still outside) Helowwwowwow (Estelle opens the door) Hey (kisses Estelle hello) Ha ha, Good evening (George waves)"
593,ESTELLE,Hope you're hungry. (goes into the kitchen)
594,KRAMER,Ooo Paella
595,GEORGE,Hey uh let me take you're coat.
596,KRAMER,(giving George his coat) Oh ya thanks buddy.
597,FRANK,"That shirt, where'd you get that shirt?"
598,KRAMER,Wha?
599,FRANK,"That's my cabana shirt, you stole my shirt you son of a bitch! (really fast) George you let your friends go up in my attic and steal my clothes? (grabbing at the shirt) Gimme that back"
600,KRAMER,(trying to get away) woah
601,GEORGE,Dad?!
602,KRAMER,(laughs as Frank ends up tickling him; gets away) I bought it from Rudy.
603,GEORGE,"Rudy?! That skunk, I knew he didn't burn those clothes."
604,FRANK,Who's Rudy? What clothes?
605,GEORGE,I sold your clothes yesterday.
606,FRANK,You sold my clothes (smacks George on the forehead) what do you mean you sold my clothes?
607,GEORGE,I didn't think you wore them anymore.
608,FRANK,It's cruise wear!
609,ESTELLE,"Kramer, I love that shirt."
610,KRAMER,Yaya
611,ESTELLE,"You look just like Frank, on our honeymoon."
612,KRAMER,"Oh, well, thank you. (Estelle giggles)"
613,FRANK,Who's this Rudy?
614,KRAMER,Well Rudy's the guy buying Morty's raincoats.
615,FRANK,Mory Seinfeld? He's a bum.
616,KRAMER,"Well, the whole deal going down tomorrow. Morty's gonna miss his plane for it."
617,GEORGE,Missing his plane? Wasn't that a charter flight?
618,KRAMER,Yea.
619,GEORGE,What happens to charter tickets when you don't use em?
620,KRAMER,Well I suppose they are wasted.
621,GEORGE,Yes I suppose they are.
622,FRANK,Tomorrow I'm going straight down to this Rudy and get my clothes.
623,KRAMER,A mouse! (Frank starts making noises; Kramer and Frank both run to the other room where they get stuff in between the door and wall; Frank hits Kramer to get him in then closes the door) (Monk's) (Jerry and George enter)
624,JERRY,You want the tickets?
625,GEORGE,Yes.
626,JERRY,You're gonna take this kid to Paris?
627,GEORGE,"Hey I get a free trip to Paris, I go in the Big Brother's Hall-of-Fame, I mail my own postcards."
628,JERRY,You know I'm paying for these tickets.
629,GEORGE,"It's alright, I got lunch. (Airport) (Kramer, Morty and Jerry standing at a luggage carousel)"
630,KRAMER,"Oh, you should have gone to the Costanzas' for dinner. Mmm the Payaya was magnificent. Have you ever had really good Paella?"
631,MORTY,Not really.
632,KRAMER,"Oh it's a orgiastic feast for the senses. The want and the festival, the sites, sounds, and colors an mmmummumm mumm"
633,JERRY,Hey Dad are you sure we are at the right carousel?
634,MORTY,This is it.
635,KRAMER,So how much are we gonna make?
636,MORTY,"Take it easy, I've been through a million of these negotiations."
637,KRAMER,Wha two thousand? Three thousand?
638,MORTY,That's giving it away. This is a one of a kind item.
639,KRAMER,More? More than three thousand?
640,MORTY,Just watch me do my thing.
641,JERRY,"Say Dad, (pointing at a raincoat sitting on the carousel next to an open box) isn't that one of yours?"
642,MORTY,"Look at this. Look at how this idiot packed it. He didn't tape it, he just flipped the flaps. (Kramer, Morty and Jerry are looking around grabbing raincoats which are scattered all over the place.) Kramer you missed a couple."
643,WOMAN,"Bon-jour, welcome to the Gateway to Paris Charter Flight."
644,JERRY,(turns around noticing the Charter flight) Dad isn't that your charter group? (George and Joey enter the scene getting in line for the Charter Flight)
645,GEORGE,"Honesty, hard-work, these are the values that I was raised on. The most important thing Joey, is to be able to look yourself in the mirror before you go to sleep at night."
646,JOEY,"Hey! I got news for you four eyes, there's no way you're staying with us in Paris. (Joey walks by George to board the plane and puts his Gum on the wall.) (Rudy's Antique Boutique)"
647,FRANK,You burned them? Those clothes are not yours to burn.
648,RUDY,Who are you anyways?
649,FRANK,I'm the father.
650,RUDY,He said his father was dead.
651,FRANK,He said I was dead?
652,RUDY,That's right. Squeezed an extra twenty-five dollars out of me.
653,FRANK,That's what my life is worth to him? Twenty-five dollars. (Kramer and Morty enter with a bunch of raincoats)
654,KRAMER,"Hey, Frank!"
655,FRANK,"Oh, I just want to you know I'm retracting our dinner invitation."
656,MORTY,Well you don't have to retract it because we never went.
657,FRANK,I'm retracting that it was ever offered.
658,MORTY,I retract your retraction.
659,FRANK,"Oh, you trying to unload some of that junk of yours?"
660,MORTY,"Would you excuse me please, we're conducting business here."
661,RUDY,You can keep your raincoats. I'm not interested.
662,KRAMER,I thought we had a deal?
663,FRANK,That's another one of my shirts!!
664,RUDY,I'm not buying anymore clothes from anyone off the street.
665,MORTY,Who's off the street? I'm in the raincoat business for thirty-five years.
666,RUDY,Ya how do I know there aren't moths like his stuff?
667,FRANK,My clothes don't have moths!
668,MORTY,Because of his moths you're not buying my raincoats?
669,RUDY,That's right.
670,KRAMER,"(laughing) I'm all ticklish. (a moth flies out of his shirt; they all look at it) (Airport) (Morty and Helen with a couple bags; Jerry, Elaine and Aaron saying good-bye)"
671,ANNOUNCEMENT,"Flight-433 now boarding for Miami, Gate 18a. Flight-433 now boarding."
672,MORTY,"Ok, let's go."
673,HELEN,(to Aaron) It was so nice of you to come to the airport to see us off.
674,AARON,Are you sure you can't stay a little longer?
675,MORTY,"Ah, good-bye. (Jerry hugs Morty; Helen and Elaine give each other a kiss)"
676,ELAINE,Good-bye
677,JERRY,Take care
678,MORTY,Alright Jer. (Morty and Elaine hug; Jerry and Helen give each other a kiss)
679,ELAINE,Nice to see..
680,MORTY,Buh bye Elaine
681,JERRY,Buh bye.
682,HELEN,Buh bye. (Aaron torn by emotion moves in and gives Morty and Helen a hug a hug)
683,HELEN,(looking at Jerry while being overly hugged by Aaron) We'll call you when we get home.
684,AARON,Thank you.
685,JERRY,"I think she meant me, but."
686,MORTY,Make sure Kramer uses good tape when he sends back the raincoats.
687,JERRY,Ok. (Morty and Helen go to board the plane)
688,ELAINE,Bye.
689,JERRY,Bye. (Aaron begins to follow them)
690,ELAINE,Aaron? Aaron are you ok?
691,AARON,I could've done more. I could've done so much more.
692,ELAINE,You did enough.
693,AARON,"(turning toward her) No, I could've called the travel agency, got them on another flight to Paris, I coulda got them out."
694,JERRY,"You tried Aaron, it was too expensive."
695,AARON,"(holds his arm up) This watch, this watch could've paid for their whole trip. (holds his other hand up) This ring, this ring is one more dinner I could've taken them out to. (Jerry and Elaine look at each other like he's crazy) Water, they need some water (turns around and runs to the Flight Agent)"
696,ELAINE,Why?
697,AARON,(to the Flight Agent) They'll get dehydrated on the plane! Get the Seinfelds some water. Please! Please! (Jerry and Elaine continue to look at him funny) (Rachel's Parents' Place) (Jerry knocks on the door; Mr. Goldstein answers)
698,JERRY,Hi Mr. Goldstein is Rachel home?
699,MR. GOLDSTEIN,"I'm afraid Rachel's not going to be able to see you tonight, or any other night for that matter."
700,JERRY,Why what did I do?
701,MR. GOLDSTEIN,"(Rachel is know seen behind her Dad) You know very well. I heard about your behavior at the movies the other night it was disgraceful. You should be ashamed of yourself, I for one will not allow my daughter to be involved with someone of such weak moral fiber. Fortunately my postman happened to have witnessed the entire incident. A heavy set fellow, I believe he lives in your building. (Jerry turns to almost do a 'Newman') Now if you don't mind. (starts to close the door)"
702,JERRY,Rachel!
703,MR. GOLDSTEIN,(closing the door on Jerry) Good night!
704,JERRY,Rachel! (Monk's) (Jerry and Elaine at the normal booth)
705,JERRY,"So my parents get home, they open the door, my father flicks the light on, the whole place is cleaned out, everything."
706,ELAINE,"Aahh, (pushes Jerry from her seat at the table) Get Out! How did it happen?"
707,JERRY,"The broken window, Klompus never fixed it. They just walked right in."
708,ELAINE,"Oohh, boy. They could use a vacation."
709,JERRY,"Yea they're taking one, the travel agent is trying to set something else up for them."
710,ELAINE,(sighs) So how about that Aaron?
711,JERRY,Whew
712,ELAINE,You know what drove me crazy about him? Did you ever notice that he stood too close to you when he talked?
713,JERRY,No I hadn't noticed. (Newman enters and walks by the table; Jerry doesn't notice him as he is getting something out of his coat pocket)
714,NEWMAN,(at the counter) Pair of bear claws please.
715,JERRY,(hearing Newman turns and sees him) Hiya Newman.
716,NEWMAN,(moving away from the counter getting closer to the door) Hello Jerry.
717,JERRY,"Say, I happened to catch you coming out of Schindler's List the other night."
718,NEWMAN,"Ohh, were you there?"
719,JERRY,Yes I was.
720,NEWMAN,(looking scared) I-it's a it's a...powerful film.
721,JERRY,"Yes, shocking brutality don't you think?"
722,NEWMAN,(couple quick breaths) Shocking.
723,JERRY,"Yes, well that was nothing. (Newman makes a noise and takes off toward the door as Jerry gets up)"
724,NEWMAN,(running out the door) Jerry! Jerry! (Jerry chases Newman right out the door) (Paris) (George is sitting at an outside eatery in France with Joey)
725,GEORGE,Where the hell is your father?! (George smiles and waves at a girl sitting at another table; Joey puts some stuff on George's glasses) (Cruise ship out in the Ocean) (Estelle and Frank walking around on the boat)
726,ESTELLE,This is the best thing we ever did.
727,FRANK,I just hope those exterminators know what they're doing.
728,ESTELLE,"Ah forget about them let's just... (Frank and Estelle run into Morty and Helen) (Comedy club) Personal distance is a very important thing. There's a new personal distance, ATM distance. When someone's using an ATM, you wanna be about six feet back don't you? Because people a little edgy around that ATM don't they? They got their money out, their eyes are darting all around. The other place I wanna be about six feet away is Urinals, you want some distance there too. ATMs and Urinals, I guess whenever someone's taking valuable out of their pants you want to give them as much room as possible."
